	고객질문(요청)
6271	어느때 가능한가요?
6273	다른 경우는 없나요?
6275	더 궁금하신게 있으신가요?
6280	공과금 낼떄는요?
6282	다 적용되나요?
6284	간편앱 들어보셨나요?
6288	청약저축있는데 이걸로 대출이 될까요?
6292	제꺼 조회해주세요.
6294	금리는 어떻게 되요?
6300	어떻게 달라요?
6302	 인터넷뱅킹에서 이체가 안되요
6309	인터넷으로 하는거 알려주시겠어요?
6311	영업점도 되요?
6313	필요한 서류는요?
6315	전화는요?
6319	보안카드 필요하죠?
6322	이체한 영수증 출력되나요?
6327	그럼 다른데서는 되요?
6329	휴대폰으로 한것도요?
6333	은행에서 이체한것도 되요?
6335	아파트 관리비 자동납부 가능한 카드는 따로 있나요?
6337	관리비 자동납부 안되는 카드가 있나요?
6339	2개 이상의 아파트 관리비를 자동납부 할수 있나요?
6341	아파트 관리비 자동납부금액은 소득 공제가 되나요?
6343	아파트 관리비 자동납부 서비스를 신청할 경우,기존에 이용중인 자동납부건은 자동으로 해지 되나요?
6345	아파트 관리비 자동납부서비스를 신청 할 경우 최초 납부월이 언제인지 궁금한데요?
6347	아파트 관리비 자동납부와 연결된 카드를 재발급 받을 경우,자동납부 서비스를 재신청해야 하나요?
6349	그럼 자동납부 연결된 카드를 재발급받고 기존 카드 해지 할경우는 어떻게 해야 하나요?
6356	한번에 여러계좌로 이체할 수 있나요?
6358	어떻게 하면 될까요?
6364	네 그리고 나서요?
6366	그러면 한번에 처리되나요?
6368	몇건까지 한번에 처리되나요?
6370	수수료는 건당 모두 부과되나요? 아니면 한번만 부과되나요?
6372	수수료 면제 안되나요?
6375	퇴직급여 이체가 무엇인가요?
6378	IRP가 무엇인가요?
6380	IRP 가입조건을 알 수 있을까요?
6382	IRP 가입시 혜택이 무엇인가요?
6385	운용 수수료는 없나요?
6387	운용중에 발생하는 이익에 대해서는 과세되나요?
6389	과세이연이 무엇인가요?
6391	또 다른 혜택이 있나요?
6393	네, 그럼 IRP를 하고 싶으면 제일 먼저 무엇을 해야 하나요?
6395	자동이체한 걸 해지하는 방법 알려주세요.
6398	영업점 방문하지 않고 해지하는 방법이 있을까요?
6408	제가 관리비를 카드사로 납부변경 할 건데 이번달부터 바로 해지되는 건가요?
6415	자동이체 변경 신청하고 싶은데요.
6419	스마트폰으로 변경도 되나요?
6427	공인인증서는 어떻게 등록하나요?
6432	네, 거기서 날짜를 바꾸면 되나요?
6434	어떻게 하면 수수료 혜택을 받나요?
6435	어떤 수수료 혜택을 말씀하시나요?
6443	어떤 혜택을 받을 수 있나요?
6445	이체수수료 면제는 인터넷, ATM기기 모두 해당되나요?
6449	네. 제 위 등급 혜택은 어떻게 달라지나요?
6451	제가 등급이 올라가면 알 수 있나요?
6454	자주 이체하는 계좌들을 등록해 둘 수 있나요?
6462	계좌번호를 어떻게 구별하나요?
6464	타행계좌도 등록이 되나요?
6466	제가 제일 많이 쓰는 계좌를 맨 앞에 두고 싶은데 어떻게 하면 되나요?
6468	제가 인터넷뱅킹에 등록하면 스마트폰에도 자동 반영되나요?
6471	등록된 계좌를 변경하거나 삭제할 수도 있나요?
6474	제가 자주 내는 이체건에 대해서 편리하게 사용하는 방법이 있을까요?
6477	단축이체 등록이 뭐에요?
6479	그러면 동일한 금액이 결제되는 건에 대해서 하는 건가요?
6481	그러면 매월 결제하는데 금액이 달라지는 건요?
6484	단축이체 등록했다가 금액도 바꿀 수 있는 거지요?
6486	건수나 이체금액 한도에 제한이 있나요?
6489	인터넷뱅킹에 등록해 두면 스마트폰 뱅킹에도 반영되나요?
6492	주의할 점이 있나요?
6495	왜 그런가요? 이체가 제한되어 있나요?
6497	얼마나 사용하지 않으면 이체제한이 되나요?
6503	그게 무슨 말인가요?
6505	그럼 어떻해야 하나요?
6508	혹시 또 막히면 어떻해요?
6515	이체 한도가 있나요?
6518	이체 한도는 어떻게 확인하나요?
6523	혹시 이체한도가 생각보다 적으면 어떻게 하나요?
6524	인터넷에서 증액할 수 있나요?
6526	그러면 증액은 어떻게 해야 하나요?
6528	얼마까지 이체한도를 설정할 수 있나요?
6534	공과금 이체 등록 가능한가요?
6536	등록가능한 공과금이 무엇인가요?
6541	등록하면 자동으로 빠져나가나요?
6544	혹시 자동으로 빠져나가게 하는 방법은 없나요?
6546	그건 어떻게 하나요?
6548	그러면 언제 돈이 나가나요?
6550	주의할 점은 없나요?
6552	그럼 이중납부되면 어떻게 하나요?
6554	ATM 기기에서 돈을 이체할 수 있나요?
6558	타행이체도 가능한가요?
6560	현금을 송금하고 싶은데 가능한가요?
6562	ATM기기에서는 몇시부터 이체가 가능한가요?
6564	ATM기기에서 타행 이체에 한도가 있나요?
6566	한도를 초과하여 이체하려면 어떻게 해야 하나요?
6568	이체한도를 증액하려면 어떻게 해야 하나요?
6570	제가 사는 곳에서 가장 가까운 영업점은 어디인가요?
6574	스마트폰에서 돈을 이체하고 싶은데요. 가능한가요?
6576	지문인증은 어떻게 하는 건가요?
6580	스마트폰뱅킹은 어떻게 까나요?
6582	지문정보 등록할때 필요한게 있나요?
6584	그럼 휴대폰이 본인 명의가 아니면 안되요?
6586	제 휴대폰은 남편 명의로 되어 있는데, 이런 경우에는 어떻게 해야 하나요?
6588	휴대폰 번호 한개당 생체 인증은 한번만 되나요?
6592	영업점 방문시 필요한 준비물은 무엇인가요?
6594	이체할때 돈을 더 보냈는데 취소할 수 있나요?
6597	50만원 추가 송금한 부분을 취소할 수 없나요?
6599	어떻게 예금주의 동의를 받나요?
6601	만약에 예금주가 동의해 주지 않으면 어떻게 되나요?
6605	은행에서 별도로 처리해 줄 수 있는 방법은 없나요?
6607	예금주 전화번호를 알 수 있을까요?
6609	자금반환 신청해 주시겠어요?
6611	번호 알려주세요
6619	그럼 어떻게 해야 다시 이용할 수 있을까요?
6622	다른 방법이 있을까요?
6625	그때 필요한 서류가 있어요?
6627	제가 방문할 시간이 없는데, 다른 방법은 없을까요?
6629	방문시 보안카드도 필요하나요? 분실했거든요.
6634	아파트 관리비를 납부하고 싶은데, 어떻게 하면 되나요?
6639	자동이체로 등록해 둘 수 있나요?
6641	생활요금 메뉴가 어디있나요?
6650	이후 자동이체 해지도 인터넷으로 할 수 있나요?
6652	이체계좌변경도 여기서 하나요?
6656	이체수수료가 얼마인가요?
6659	건당 부과되나요?
6661	타행수수료 면제 받는 방법이 있나요?
6663	로얄스타 이상 조건이 어떻게 되나요?
6666	제 고객등급은 어떻게 알 수 있을까요?
6669	등급은 얼마마다 업데이트 되나요?
6671	업데이트 되면 문자로 알려주시나요?
6673	이체확인 영수증을 뽑을 수 있나요?
6675	자동화기기에서도 가능한가요?
6677	이체확인 영수증을 수신인에게 보낼 수 있나요?
6679	스마트뱅킹에서도 이체 문자를 보낼 수 있다구요?
6681	스마트폰으로 하는 방법 좀 알려주세요.
6689	문자로 상대방에게 영수증을 보낼 수 없나요?
6691	영수증을 보낼 수 있는 방법이 있나요?
6693	인터넷뱅킹 이체한도를 알 수 있을까요?
6700	1일 이체한도를 변경하고 싶은데요.
6704	1일 이체한도를 줄이는 것이 아니라, 올리고 싶은데 어떻게 해야 하나요?
6708	인터넷으로 가능한가요?
6713	오픈뱅킹으로 이체하고 싶은데 어떻게 하나요?
6719	여러 개 계좌를 동시에 등록할 수 있나요?
6721	계좌를 등록하면 자동으로 오픈뱅킹에 가입되는 건가요?
6723	오픈뱅킹 등록시 어떤 서비스를 이용하실 수 있나요?
6725	오픈뱅킹 이체시 수수료는 어떻게 되나요?
6727	무료 아닌가요?
6729	수수료 면제 받는 방법은 없나요?
6731	멤버쉽은 유료인가요?
6733	건보료 자동이체 할래요.
6739	카드로도 자동납부 가능하다구요?
6741	삼성카드로 납부할 수 있나요?
6743	어떻게 신청하나요?
6745	계좌이체로 자동납부하려면요?
6751	OO은행에 전화해서도 할 수 있어요?
6753	며칠전에 이체했던 계좌번호를 알 수 있을까요?
6757	지금 접속가능하신가요?
6761	매번 이렇게 확인해야 하나요?
6767	이체한 계좌번호와 금액을 문자로 전송 받을 수도 있나요?
6770	문자알림 서비스는 어떻게 신청하나요?
6773	휴대폰으로 돈을 보내고 싶어요.
6777	은행 어플은 어떻게 설치해요?
6781	공인인증서는 어떻게 깔아요?
6784	다른 인증 방법은 없나요?
6786	은행 어플 설치하지 않고 OO은행에서 보낼 수도 있나요?
6789	오픈뱅킹 앱은 어떻게 찾나요?
6793	이체 수수료를 면제 받고 싶은데요.
6796	우대고객의 기준이 무엇인가요?
6804	면제등급으로 올리려면 어떻게 하면 될까요? 
6810	그럼 전부 면제 받으려면요?
6813	입출금 내역을 문자로 받아보고 싶어요.
6815	어떻게 신청해요?
6822	영업점에 방문시 가져갈 것이 있나요?
6824	서비스 이용료가 있나요?
6826	어떻게 내나요?
6829	혹시 얼마 이상만 문자 서비스 받아보면 수수료 면제되나요?
6831	건당 얼마인가요?
6833	국민연금을 은행계좌에서 납부할 수 있나요?
6835	어떻게 하면 되나요?
6840	자동이체 등록도 가능한가요?
6842	이건 어디서 하나요?
6845	전화로 할 수 있는 방법은 없나요?
6850	전화번호 알 수 있나요?
6853	OTP가 갑자기 안되는데요. 왜 그런가요?
6857	어떻게 확인하나요?
6863	그럼 어떻게 해야 하나요?
6869	지금 4시가 넘었고 오늘 당장 이체해야 하는데 방법이 없나요?
6871	오픈뱅킹요?
6873	해외에 돈을 송금하는 것에 대해 문의드리려구요.
6874	해외로 송금시 제한시간이 있나요?
6879	주말에도 가능한가요?
6881	그러면 상대방이 바로 받나요?
6883	그러면 영업시간내 안 보내면 언제 받아요?
6885	그러면 일요일에 송금하면 월요일에 들어가나요?
6887	그럼 본인이 직접 인출할 수 있나요?
6889	보통 얼마후 인출이 되나요?
6893	외화를 송금하고 싶은데요.
6896	영업점에 방문해서 할 수 있나요?
6898	뭘 가져가야 하나요?
6902	수수료는 얼마나 들까요?
6906	5천불씩 두번 보내는 거랑 만불 한번에 보내는 거랑 수수료가 어떻게 달라져요?
6909	해외송금은 영업일 중 아무때나 가능한가요?
6911	어느 요일이 비교적 한산할까요?
6913	텔레뱅킹에 대해 문의하려구요.
6914	텔레뱅킹으로 이체할때 이체비밀번호가 무엇인가요?
6915	통장비밀번호랑 다른가요?
6918	그러면 별도로 등록하는 건가요?
6920	어떻게 등록하나요?
6933	실수로 이체 계좌 번호를 잘못 썼어요.
6936	어떻게 취소해요?
6939	어떻게 해결해야 할까요?
6941	그러면 은행이 동의를 받아주나요?
6943	혹시 동의를 안해주면요?
6945	그러면 그 돈은 날리나요?
6948	자금반환 신청하러 은행가면 되나요?
6950	필요한 서류가 뭔가요?
6953	인터넷에서 계좌 출금이 안되는데 어떻게 해야 하나요?
6963	한도제한계좌는 얼마까지 출금이 되나요?
6966	한도제한 계좌를 푸는 방법은 무엇인가요?
6968	증빙서류가 무엇인가요?
6971	왜 이렇게 복잡해요?
6977	어떤 정보가 필요한가요?
6984	5회가 넘으면 어떻게 되나요?
6989	새로운 비밀번호 생성시 주의사항이 있나요?
6992	집에서 지로납부를 할 수 있나요?
7000	어떻게 등록하나요?
7002	지로 납부는 어떤 것을 할 수 있나요?
7004	부과된 내역을 확인할 수 있나요?
7007	지로 번호를 몰라도 되는 거네요?
7009	혹시 취소도 가능한가요?
7012	스마트폰으로 전기요금 출금 가능한가요?
7017	전기요금 메뉴가 따로 있나요?
7023	통신요금, 상하수도요금도 출금 가능한 건가요?
7025	여기 나와 있지 않은 공과금은 지로조회를 하면 되나요?
7027	전기요금 자동납부도 되나요?
7032	교통범칙금도 집에서 납부 가능한가요?
7037	어디서 조회하나요?
7039	미납된 것도 조회가능한가요?
7041	납부기한이 지난 것은 어떤가요?
7044	혹시 주차위반 과태료도 납부가능한가요?
7046	왜 그런가요?
7049	그럼 해당 구청에 문의해야 하나요?
7052	재산세 납부에 대해서요.
7054	공과금에서 조회하라는 말인가요?
7056	지방세요? 
7058	네, 지로가 없어도 가능한가요?
7062	재산세 말고 다른 지방세도 한번에 나오나요?
7072	자동차세 납부 방법을 알려주세요.
7078	좀 더 자세히 말씀해 주실래요?
7086	주말에도 납부가능한가요?
7088	혹시 남편 명의로 부과된 것도 제가 납부할 수 있나요?
7090	간편 납부 번호가 있으면 남편것도 납부할 수 있다는 건가요?
7092	카드통장으로 출금 할 수 있어요?
7094	그러면 ATM기기에서도 출금이 가능한가요?
7096	카드통장은 어떻게 만드나요?
7099	인터넷에서 미리 신청하고 집으로 받는 방법은 없나요?
7102	신분증만 가지고 가면 되나요?
7104	도장은 필요 없나요?
7106	바로 발급되나요?
7109	카드통장 안에 여러 개를 넣을 수도 있나요?
7112	ATM에서 수표 입금하면 현금으로 출금되나요?
7114	그 자리에서 입금하고 바로 출금도 되나요?
7116	왜 그런가요?
7118	그러면 언제 출금되나요?
7120	그러면 바로 현금으로 바꾸려면 어떻게 해야 하나요?
7125	은행은 몇시까지 가야 하나요?
7127	영업시간 4시 30분까지 아닌가요?
7131	창구에서 입금한 돈은 언제부터 ATM에서 출금되나요?
7134	동전을 창구에서 입금할 수 있나요?
7136	그러면 동전을 창구에서 입금하면 언제부터 ATM에서 출금이 가능한가요?
7143	동전 입금시 미리 세서 가야 하나요?
7146	그럼 미리 세서 가야 하나요?
7150	카드 없이도 출금이 가능한가요?
7152	어떻게요?
7157	1회 출금한도는 얼마인가요?
7159	무카드 출금서비스 사용하는 방법을 더 알려주세요.
7161	그렇게만 하면 되나요?
7165	그러면 그 비밀번호를 누르면 되는 건가요?
7167	100만원 이상 출금하려면요?
7169	그 경우에는 얼마까지 출금 되나요?
7171	통장에 잔고가 있는데 출금이 안되요. 왜 그럴까요?
7177	그럼 출금은 못하는 건가요?
7179	공인인증서 접속하고 하면 되나요?
7181	그러면 바로 출금이체가 되나요?
7183	혹시 제가 소액이 남아 있는 제 명의 계좌가 또 있나요? 
7185	휴면 계좌에 남은 잔액은 어떻게 출금하나요?
7187	왜 휴면이 되었나요?
7191	카드 결제 출금을 미리 하고 싶어요.
7195	즉시 결제 서비스는 어디서 할 수 있나요?
7199	로그인은 어떻게 하나요?
7201	즉시 결제는 스마트폰 앱에서 하면 되나요?
7203	결제 계좌는 지정 출금 계좌만 되나요?
7205	혹시 다른 계좌에서 출금하고 싶으신가요?
7210	오픈뱅킹에서 출금하고 싶은데요. 어떻게 하나요?
7212	그게 무엇인가요?
7216	어떻게 충전하나요?
7218	그리고 ATM기기에서 출금하나요?
7220	비밀번호는 어떻게 되나요?
7222	1회용 비밀번호인가요?
7227	되는 기기인지 어떻게 아나요?
7230	통장 인출에 대해서 알고 싶어요?
7232	어머니 통장과 도장으로 제가 대리인으로 인출 가능한가요?
7236	어머니가 그렇게 하시길 원하시나요?
7241	아 그렇게 하면 처리해 주시나요?
7244	혹시 제가 어머니 대신 어머니 인터넷 뱅킹 등록도 할 수 있을까요?
7247	현금카드 신청도 안되나요?
7251	통장으로도 출금되나요?
7253	창구로 가야 하나요?
7255	창구에 가서 통장 출금후 바로 현금카드 재발급 되나요?
7257	혹시 현금카드를 주운 사람이 사용하면 어떻게 되나요?
7260	챗봇에서 분실신고 접수되나요?
7267	가져가야 할 것이 있나요?
7270	입출금 문자서비스에 가입하고 싶어요.
7271	무료인가요?
7273	친구는 무료로 사용하던데 왜 그런가요?
7277	어떻게 신청하나요?
7279	신청 메뉴를 어떻게 찾나요?
7285	그럼 저는 문자서비스를 받을 수 없나요?
7287	입출금 계좌 여러 개도 등록 가능한가요?
7289	외화통장에서 현금으로 출금 가능한가요?
7291	수수료가 얼마인가요?
7295	이체하는 경우에는요?
7297	어느쪽이 더 유리한가요?
7301	외화통장에서 제 원화통장으로 이체하는 것은 인터넷으로도 되나요?
7303	그러면 외화통장에서 원화통장으로 이체후 ATM에서 바로 출금도 되나요?
7307	어떻게요?
7309	인터넷으로 환전이 되나요?
7313	유로화도 되나요?
7315	환전된 돈은 어디로 가나요?
7317	환전후 바로 출금되나요?
7322	환율 우대를 받을 수 있나요?
7324	그러면 인터넷에서 환전하면 자동으로 우대환율이 적용되나요?
7326	혹시 영업점에 직접 가면 더 받을 수도 있나요?
7330	입출금 되는 내역을 스마트폰 앱에서 알림톡으로 받을 수 있나요?
7333	어디서 하는지 모르겠어요. 어떻게 하나요?
7337	스마트폰 앱 알림이랑 문자 알림이랑 다른가요?
7339	문자 알림은 유료인가요?
7341	스마트폰은 무료인가요?
7344	1만원 이상 거래내역만 알림을 받도록 설정할 수도 있나요?
7350	대학등록금 인터넷 뱅킹으로 납부되요?
7353	어느 메뉴로 들어가나요?
7355	대학이름과 학번만 알아도 납부할 수 있나요?
7358	가상계좌번호를 어떻게 알 수 있나요?
7363	신용카드로도 등록금을 낼 수 있나요?
7368	카드앱 안 까는 방법은 없나요?
7370	오픈뱅킹 가입 안내 문자를 받았는데, 오픈뱅킹이 무엇인가요?
7372	어떤 관리를 할 수 있나요?
7374	혹시 타은행 계좌에서 이체도 가능한가요?
7379	또 다른 장점이 있나요?
7382	가입대상에 제한이 있나요?
7384	어떻게 이용하면 되나요?
7386	그러면 타은행 서비스까지 이용할 수 있나요?
7388	이용 가능시간은 언제인가요?
7390	중소기업 청년전세대출이 만기 연장 되나요?
7396	그러면 어떻게 해야 하나요?
7398	그게 무슨 뜻인가요?
7400	버팀목 전세대출은 금리가 더 높나요?
7402	왜 그런가요?
7404	버팀목 전세대출도 지원 프로그램인가요?
7407	언제까지 신청하면 되나요?
7410	집단중도금 대출하려는데 도와주세요.
7418	그 자료를 보면 상세히 나오나요?
7420	네 심사는 누가 하나요?
7425	대출신청시간은 영업시간만 가능한가요?
7430	대출신청했는데 진행사항은 어디서 확인하나요?
7432	대출결과는 어떻게 알 수 있나요?
7434	문자로는 안내 안 해 주시나요?
7437	추가서류는 어떻게 제출하나요? 방문해야 하나요?
7439	담보대출 전자서명이 뭐에요?
7443	신청인만 서명하면 안된다는 말씀인가요?
7457	어떻게 하면 되는지 더 설명해 주세요.
7460	예금담보대출 중 절반을 상환하려고 하는데, 그러면 질권설정금액을 줄일 수 있나요?
7462	이자는 어떻게 되나요?
7465	여러 번 해봐도 되나요? 상환금액 다르게 해서요?
7467	상환하고 나면 결과내역은 문자로 오나요?
7470	대출기한 연장이 되나요?
7472	어디서 하나요?
7478	만기는 어디서 확인하나요?
7482	기한연장시 상환대상금액이 있는 경우 대출금 상환 후 하라는 것이 무슨 뜻인가요?
7486	저의 경우는 어떠한가요?
7490	대출금리가 다른 친구들보다 너무 높은 것 같은데요.
7491	금리를 낮출 방법이 없나요?
7493	전세자금대출도 신청 가능한가요?
7495	신청했는데 안되는 경우도 있나요?
7497	어디서 신청하나요?
7499	인터넷 신청절차를 조금 더 자세히 말씀해 주세요.
7501	그러면 끝인가요?
7503	증빙 제출은 없나요?
7505	행정기관 정보조회로 안되면요?
7510	대출금리 확인은 보통 어디서 하나요?
7514	저에게 적용되는 금리를 알려면 어떻게 해야 하나요?
7517	그럼 이자율 변동을 볼 수 있는 곳이 있나요?
7519	변동금리만 나오나요?
7521	변동금리를 선택하는 것이 이득인가요?
7523	혹시 중간에 상환하면 수수료가 발생하나요?
7525	중도상환 수수료는 얼마나 되나요?
7530	대출 연체하면 어떻게 되나요?
7533	지연배상금이 뭐에요?
7538	제가 100만원 2개월치 연체했는데 어떻게 되나요?
7541	원리금 분할상환인데 연체했으면 달라지나요?
7543	원금 연체분도 지연배상금율이 적용되나요?
7545	다음달에도 못갚으면 어떻게 되나요?
7548	마지막으로 연체가산이자율은 얼마인가요?
7550	담보 없이도 대출이 되나요?
7552	어떤 상품인가요?
7554	한도가 얼마인가요?
7556	우대금리를 받을 수 있나요?
7558	일반대출 형태인가요?
7563	현 직장에 12개월 이상 재직중이지 않은 경우에는 불가능한가요?
7565	대출기한 및 상환방법 알려주세요.
7567	만기가 언제인가요?
7570	자동차 구입할때 대출할 수 있나요?
7574	제가 대출 신청 자격이 될까요?
7577	대출금액은 얼마나 받을 수 있나요?
7579	신청은 어디서 하나요?
7583	대출기간은 어떻게 되나요?
7585	혹시 중고차를 사는 경우에도 대출이 되나요?
7587	이것도 온라인전용 상품인가요?
7591	저 같은 사람들을 위한 대출상품이 있을까요?
7593	구입하시려는 주택가격이 5억원 이하인가요?
7601	대출기간과 거치기간도 알려주세요.
7603	대출한도는 얼마나 되나요?
7605	금리는 얼마나 혜택을 받을 수 있나요?
7607	우대금리를 받을 수 있는 방법은 없나요?
7610	대출금액과 이자를 미리 계산해 볼 수 있나요?
7613	원리금 균등상환이 뭐에요?
7615	그럼 원금균등상환과 다른가요?
7619	원금 상환이 좀 부담이 되는데 다른 방식은 없나요?
7621	원금은 만기에 내는 건가요?
7623	이렇게 할 수 있나요?
7626	그럼 제가 대출계산기에 넣어보면 되겠네요?
7628	이자율은 어떻게 알 수 있어요?
7630	인터넷으로 신용대출하려구요.
7634	어떤 부분을 도와드릴까요?
7635	신분증 사본까지 접수했는데 그 다음에 뭘 해야 하나요?
7638	또 궁금한 사항이 있으신가요?
7639	대출한도가 어떻게 되나요?
7641	대출 승인이 되면 언제 돈이 들어오나요?
7643	혹시 대출이 거절되면요?
7646	거절되는 경우 사유를 알 수 있나요?
7650	전세대출 상담을 받고 싶어요.
7657	전세자금의 얼마까지 대출이 가능할까요?
7659	대출 요건이 어떻게 되나요?
7664	부부합산소득에 프리랜서로 번 것도 포함되나요?
7666	혹시, 전세계약서에 필요한 조건이 있을까요?
7668	정확한 금리는 어떻게 알 수 있을까요?
7670	인터넷 뱅킹으로도 대출금을 상환할 수 있나요?
7672	어디로 들어가면 되나요?
7674	대출 메뉴에서 바로 되나요?
7677	원금 상환은 입출금계좌에서 빠져나가도록 하나요?
7679	혹시 타행 계좌에서 원금상환시킬 수는 없나요?
7682	중도상환수수료가 있나요?
7690	전세보증금도 대출 받을 수 있나요?
7692	이자가 어느정도 되나요?
7694	평균적인 금리를 알 수 있을까요?
7697	전세금 대출 기한은 얼마나 되나요?
7699	전세금 대출하려면 집주인 동의가 필요한가요?
7701	집주인 동의는 어떻게 받나요?
7704	집주인이 혹시 동의 안하면 어떻게 되나요?
7710	주택담보대출이 가능한지 알고 싶어요.
7716	소득 증빙 자료가 무엇인가요?
7718	소유중인 아파트를 담보로 대출할 경우 한도가 어떻게 되나요?
7722	왜 그래요?
7725	은행에 방문해서 신청해야 하나요?
7730	마이너스 대출 가능할까요?
7733	어떻게 만드나요?
7735	필요한 서류가 있나요?
7738	재직증명서는 필수인가요?
7742	저의 경우에는 얼마까지 받을 수 있을까요?
7744	요즘 마이너스 통장 대출금리는 어느정도 되나요?
7747	대출상담 가능한 영업점을 알려주시겠어요?
7750	주택청약저축으로 대출이 되나요?
7752	얼마까지 빌려주나요?
7755	이자는 얼마쯤 되나요?
7757	대출신청은 어떻게 하나요?
7770	중소기업에 다니는 직장인인데 전세대출을 받고 싶어요.
7772	다니고 계신곳이 300인 미만의 중소기업인가요?
7777	정말요? 금리가 얼마인가요?
7779	대출은 얼마까지 받을 수 있나요?
7783	대출기간은 얼마나 되나요?
7786	다른 상품이라면 어떤건가요?
7788	그 상품은 이자율이 어떻게 되나요?
7790	직장인 대출에 대해서 알아보려구요.
7796	대출 신청 서류는 뭐가 필요해요?
7799	대출 한도는 얼마나 되는지 지금 알 수 있나요?
7801	제가 연봉이 3000만원인데 대충 얼마나 나오는지 알 수 없나요?
7804	그럼 대출신청후 승인까지는 얼마나 걸리나요?
7806	제가 다른 대출이 1000만원 정도 있는데 영향을 미칠까요?
7810	학자금 대출을 받고 싶어요.
7814	이자는 얼마나 되나요?
7816	이자는 언제 내나요?
7818	원금상환은 어떻게 하나요?
7820	대출기간은 얼마나 되나요?
7822	거치기간이 무슨 뜻이에요?
7824	부모님 동의를 받아야 하나요?
7827	혹시 이번에 조금 받고 이후에 추가로 받을 수도 있나요?
7830	적금으로도 대출을 받을 수 있나요?
7833	얼마까지 대출되나요?
7835	이자는요?
7837	어떻게 신청해요?
7845	대출금액은 제가 알아서 넣나요?
7850	대출금리를 낮출 수 있는 방법이 있나요?
7852	어떤 경우에 가능한가요?
7855	가능한지 확인할 수 있나요?
7857	심사기간이 따로 있나요?
7858	제 말은 그러니까, 금리 인하를 위해 신청기간이 따로 있나요?
7861	그러면 제가 대상자가 되는지 확인해 볼 수 있나요?
7868	그럼 신청은 어떻게 하면 될까요?
7870	신용카드 장기대출 문자를 받았는데 대출 되는 건가요?
7876	대출 한도는 얼마까지인가요?
7878	이자율은 얼마인가요?
7881	어떻게 신청하면 되는지 알려주실래요?
7884	신청메뉴가 따로 있나요?
7891	신용카드 사용액으로 대출 소득증빙이 되나요?
7895	그러면 연소득은 얼마로 추정되나요?
7897	그러면 대출한도가 얼마나 나오나요?
7899	최대 얼마까지 가능할까요? 
7900	대출기간은 얼마로 설정해야 많이 나오나요?
7903	1억 이상은 안되나요?
7906	그러면 올해 1억 대출하고 내년에 추가로 대출할 수 있나요?
7909	저도 신용대출이 될까요?
7912	얼마까지 대출되나요?
7914	소득은 연기준인가요?
7921	연봉만 기준으로 대출한도 알 수 있을까요?
7924	다른 방법이 있나요?
7926	방문전에 신용대출상품들에 대하여 안내 받을 수 있나요?
7927	문자로 해당정보를 받을 수 있나요?
7930	마이너스 대출 가능한가요?
7932	어떻게 하면 되나요?
7935	즉시 받는 거는 얼마까지 되나요?
7937	저도 대상자가 되나요?
7943	얼마나 기다리면 되나요?
7946	혹시 300만원 이상 필요하면 어떻게 해야 하나요?
7949	사업자금 대출을 받고 싶어요.가능할까요?
7960	검토를 받으면 신용등급에 영향을 줄 수 있나요?
7962	혹시 제가 제 신용등급을 개인적으로 확인해 볼 수도 있나요?
7964	신용등급이 얼마 이상이어야 대출이 가능한가요?
7966	혹시 3등급 이하이면 어떻하나요?
7971	저도 가능할까요?
7977	얼마까지 대출이 되나요?
7979	금리는 얼마인가요?
7981	낮은 금리를 받으려면 방법이 있나요?
7983	상환기간은 최대 얼마나 되나요?
7985	연장은 자동으로 되나요?
7996	대출한도는 어떻게 알 수 있어요?
7998	이자는 얼마나 되나요?
8000	네, 기타 다른 조건은 없나요?
8003	자세히 상담 받고 싶은데 영업점에 가야 하나요?
8005	거기가 어딘가요?
8007	인터넷으로는 안되나요?
8009	햇살론에 대해 상담부탁드려요.
8015	얼마까지 받을 수 있나요?
8017	기간은요?
8019	금리가 높을까요?
8022	금리를 낮출 수 있는 방법은 없나요?
8029	자영업자인데 대출 가능할까요?
8032	그래도 가능한가요?
8036	대출 기간은 얼마인가요?
8038	1년 거치라구요?
8041	대출서류는 뭐가 필요한가요?
8043	금리는요?
8047	직접 상담 받으려면 어떻게 하면 되나요?
8049	대출문의 좀 드릴께요.
8050	제가 예금가입된 게 있는데 신용대출 받을 수 있나요?
8055	아 왜 그런가요?
8059	정기예금 금액만큼 받을 수 있나요?
8061	인터넷뱅킹으로 신청할 수도 있나요?
8063	대출 이자는 얼마인가요?
8065	대출기한은요?
8067	인터넷으로 신청하면 바로 들어오나요?
8069	대출 중도 상환시 수수료 문의 드려요.
8070	대출 기간이 남았는데 미리 상환하고 싶어서요.
8077	중도 상환 수수료는 얼마나 되나요?
8079	담보설정비는 못돌려 받나요?
8081	그러면 담보설정비와 중도상환수수료 둘다 부담하게 되는 건가요?
8089	아파트 구입대출 문의요.
8090	아파트 담보대출가능 여부를 알 수 있을까요?
8095	시세의 얼마까지 가능한가요? LTV요?
8097	요즘 이자는 얼마나 되나요?
8099	70%면 금액이 좀 부족한데 어떻게 해야 하나요?
8101	그러면 담보대출 하고 모자란 것을 신용대출할까요?
8103	왜 그런가요?
8106	같은 은행에서 신용대출, 담보대출 다 받는것이 낫나요?
8109	대출 신청 후 기다리는 중인데요.
8110	왜 대출승인이 안 나고 있나요?
8114	제가 신용도가 낮아서 그런가요?
8121	그럼 제가 해야 할 것은 무엇인가요?
