,대화셋일련번호,content
7136,A33249,그러면 동전을 창구에서 입금하면 언제부터 ATM에서 출금이 가능한가요?
7137,A33249,"고객님, 입금하신 돈은 30분이 지나야 ATM에서 출금이 가능합니다."
7138,A33249,"아, 불편하네요."
7139,A33249,"창구에서 동전을 입금하게 되시면, 창구에서 바로 출금하시면 됩니다."
7140,A33249,아 그렇게 하면 되겠군요.
7141,A33249,더 문의 사항이 있으신가요?
7142,A33249,네 한가지 더 있는데요.
7143,A33249,동전 입금시 미리 세서 가야 하나요?
7144,A33249,동전 분리기가 은행에 있나요?
7145,A33249,"영업점마다 다른데, 대부분 고객용으로 동전분리기가 설치되어 있진 않습니다."
7146,A33249,그럼 미리 세서 가야 하나요?
7147,A33249,"미리 세어서 오시면 좋지만, 안되시면 은행 내부 동전분리기로 세어서 처리해 드립니다."
7148,A33249,네 알겠습니다.
7149,A33249,"네, 그럼 좋은 하루 되세요."
7150,A33250,카드 없이도 출금이 가능한가요?
7151,A33250,"네, 카드 없이도 출금하는 방법이 있습니다."
7152,A33250,어떻게요?
7153,A33250,ATM에서 무카드서비스를 통해 출금하실 수 있습니다.
7154,A33250,은행에서 무카드 서비스를 등록하셨나요?
7155,A33250,아니요.
7156,A33250,그러면 한번만 영업점에 방문하셔서 등록해 주시면 됩니다.
7157,A33250,1회 출금한도는 얼마인가요?
7158,A33250,최대 100만원까지 가능합니다
7159,A33250,무카드 출금서비스 사용하는 방법을 더 알려주세요.
7160,A33250,ATM 기기에서 무카드 출금을 선택하세요.
7161,A33250,그렇게만 하면 되나요?
7162,A33250,스마트폰 뱅킹 앱이 있으세요?
7163,A33250,네 설치되어 있어요.
7164,A33250,"그러면 스마트폰 앱 내의 무카드 출금 서비스를 선택하시면, 자동으로 비밀번호가 생성됩니다. "
7165,A33250,그러면 그 비밀번호를 누르면 되는 건가요?
7166,A33250,네 그렇습니다.
7167,A33250,100만원 이상 출금하려면요?
7168,A33250,그러시려면 손바닥 인증 메뉴를 등록해 두셔야 하고 손바닥 인증 ATM기에서만 가능하십니다.
7169,A33250,그 경우에는 얼마까지 출금 되나요?
7170,A33250,그런 경우에는 1일 총 600만원까지 출금 가능합니다.
7171,A33251,통장에 잔고가 있는데 출금이 안되요. 왜 그럴까요?
7172,A33251,성함과 생년월일을 알려주시겠어요?
7173,A33251,"이름은 000, 000000인데요."
7174,A33251,"고객님, 계좌가 여러 개인데 어떤 계좌를 말씀하시나요?"
7175,A33251,OOOOOO으로 시작하는 계좌입니다.
7176,A33251,"고객님, 해당 계좌는 입금기능만 등록이 되어 있으시네요."
7177,A33251,그럼 출금은 못하는 건가요?
7178,A33251,아닙니다. 인터넷 뱅킹에서 계좌관리로 가셔서 출금도 가능하게 등록하시면 됩니다.
7179,A33251,공인인증서 접속하고 하면 되나요?
7180,A33251,네 그렇습니다.
7181,A33251,그러면 바로 출금이체가 되나요?
7182,A33251,"네, 그렇게 하고 나서 주로 사용하시는 계좌로 이체 하신 후,  출금하실 것을 권장합니다."
7183,A33251,혹시 제가 소액이 남아 있는 제 명의 계좌가 또 있나요? 
7184,A33251,휴면계좌가 있으시네요.
7185,A33251,휴면 계좌에 남은 잔액은 어떻게 출금하나요?
7186,A33251,"휴면을 풀어 주셔야 하는데, 영업점에 오셔야 가능합니다."
7187,A33251,왜 휴면이 되었나요?
7188,A33251,고객님께서 오랫동안 사용하지 않으시면 안전을 위해 휴면으로 전환됩니다.
7189,A33251,전혀 몰랐네요.
7190,A33251,"네, 휴면계좌 및 잔액계좌들을 정리하시고 출금하시려면 한번 영업점에 방문해 주시는 것이 좋겠습니다."
7191,A33252,카드 결제 출금을 미리 하고 싶어요.
7192,A33252,결제일을 변경하고 싶으세요?
7193,A33252,아닙니다. 이번달만 미리 내고 싶어서요.
7194,A33252,그러시면 즉시결제 서비스를 이용해 주시면 됩니다.
7195,A33252,즉시 결제 서비스는 어디서 할 수 있나요?
7196,A33252,스마트폰에 카드 앱이 깔려 있나요?
7197,A33252,아니요.
7198,A33252,그럼 우선 스마트폰에 당사 카드앱을 다운 받아 주세요.
7199,A33252,로그인은 어떻게 하나요?
7200,A33252,"본인 인증 절차에 따라 인증하신 후, 간편비밀번호 등록이나 지문등록을 통해 빠르게 로그인 하실 수 있습니다."
7201,A33252,즉시 결제는 스마트폰 앱에서 하면 되나요?
7202,A33252,네 그렇습니다. 즉시결제에 가서 원하는 금액만큼 선결제를 하시면 됩니다.
7203,A33252,결제 계좌는 지정 출금 계좌만 되나요?
7204,A33252,자동이체 등록 계좌로 출금됩니다.
7205,A33252,혹시 다른 계좌에서 출금하고 싶으신가요?
7206,A33252,"네, 급여통장에서 출금하려 합니다."
7207,A33252,그런 경우에는 즉시결제 메뉴에서 타은행결제를 선택하신 후 급여통장의 계좌번호를 넣어주시고 비밀번호로 인증하시면 됩니다.
7208,A33252,아 그렇게 하면 되는군요.
7209,A33252,"네, 도움되셨길 바랍니다. "
7210,A33253,오픈뱅킹에서 출금하고 싶은데요. 어떻게 하나요?
7211,A33253,오픈뱅킹 무카드 출금서비스를 안내해 드릴까요?
7212,A33253,그게 무엇인가요?
7213,A33253,말씀하신 오픈뱅킹이 무슨앱이신가요?
7214,A33253,토스 앱을 사용하고 있습니다.
7215,A33253,토스에서 출금하시려면 은행계좌에 있는 돈을 토스머니로 우선 충전시키셔야 합니다.
7216,A33253,어떻게 충전하나요?
7217,A33253,토스머니에서 충전을 선택하시면 연결계좌에서 자동으로 돈이 충전됩니다.
7218,A33253,그리고 ATM기기에서 출금하나요?
7219,A33253,"네, 편의점 ATM기기에서 출금하실 수 있습니다."
7220,A33253,비밀번호는 어떻게 되나요?
7221,A33253,토스머니에서 출금을 선택하시면 비밀번호 생성메뉴가 뜹니다.
7222,A33253,1회용 비밀번호인가요?
7223,A33253,"네, 그렇습니다. 앱에서 생성된 1회용 비밀번호를 ATM에 입력하시면 출금승인이 됩니다."
7224,A33253,아 그렇군요.
7225,A33253,편의점 ATM기기는 아무곳이나 되나요?
7226,A33253,"아니요, 안되는 기기가 있을 수 있습니다."
7227,A33253,되는 기기인지 어떻게 아나요?
7228,A33253,스마트폰 오픈뱅킹앱에서 검색하시면 근처에 되는 기기를 안내받으실 수 있습니다.
7229,A33253,"네, 감사합니다."
7230,A33254,통장 인출에 대해서 알고 싶어요?
7231,A33254,무엇을 알고 싶으신가요?
7232,A33254,어머니 통장과 도장으로 제가 대리인으로 인출 가능한가요?
7233,A33254,불가능하십니다.
7234,A33254,어머니가 편찮으셔서 병원에 수술하고 입원중이시라서요.
7235,A33254,제가 대신 인출할 수 있는 방법이 전혀 없나요?
7236,A33254,어머니가 그렇게 하시길 원하시나요?
7237,A33254,"네, 제가 대리 인출해서 어머니께 전달해 드리기로 했거든요."
7238,A33254,"인터넷 뱅킹에서 자녀분에게 이체하신 후, 자녀분이 출금하시는 방법이 있습니다."
7239,A33254,어머니께서 인터넷 뱅킹이 없으세요.
7240,A33254,"그러면 위임장을 작성하시고, 병원에 입원에 계신 내용을 함께 첨부하시어 방문해 주시기 바랍니다."
7241,A33254,아 그렇게 하면 처리해 주시나요?
7242,A33254,"네, 그렇게 하시면 자녀분이 위임받으셔서 출금 가능합니다."
7243,A33254,네 감사합니다.
7244,A33254,혹시 제가 어머니 대신 어머니 인터넷 뱅킹 등록도 할 수 있을까요?
7245,A33254,인터넷 뱅킹 신청은 본인만 가능합니다.
7246,A33254,알겠습니다. 어쩔 수 없네요.
7247,A33254,현금카드 신청도 안되나요?
7248,A33254,"네, 카드 신청도 본인만 가능합니다."
7249,A33254,알겠어요.
7250,A33255,현금카드를 잃어버렸어요.
7251,A33255,통장으로도 출금되나요?
7252,A33255,"네, 통장으로도 출금하실 수 있습니다."
7253,A33255,창구로 가야 하나요?
7254,A33255,"창구에서도 가능하고, ATM기기에서도 가능합니다."
7255,A33255,창구에 가서 통장 출금후 바로 현금카드 재발급 되나요?
7256,A33255,"네, 창구에 오시면 현금카드 재발급 바로 가능합니다."
7257,A33255,혹시 현금카드를 주운 사람이 사용하면 어떻게 되나요?
7258,A33255,우선 현금카드 분실신고를 접수하세요.
7259,A33255,그러면 되겠네요.
7260,A33255,챗봇에서 분실신고 접수되나요?
7261,A33255,"네, 가능합니다. 분실신고 접수메뉴를 안내해 드리겠습니다."
7262,A33255,"네, 그럼 여기서 카드 분실신고 후 창구에 통장을 가져가서 출금하면 되겠네요."
7263,A33255,통장은 소지하고 계신가요?
7264,A33255,확실하지 않아요.
7265,A33255,"만약, 통장도 분실하셨을 경우에는 창구에 가셔서 통장 및 카드 재발급을 동시에 진행하실 수 있습니다."
7266,A33255,아 그렇게 하면 되는군요.
7267,A33255,가져가야 할 것이 있나요?
7268,A33255,신분증만 지참하고 오시면 됩니다.
7269,A33255,"네, 알겠습니다."
7270,A33256,입출금 문자서비스에 가입하고 싶어요.
7271,A33256,무료인가요?
7272,A33256,아닙니다. 매월 500원이 부과됩니다.
7273,A33256,친구는 무료로 사용하던데 왜 그런가요?
7274,A33256,로얄등급 회원부터는 무료로 문자서비스가 제공됩니다.
7275,A33256,저도 로얄등급회원인데요.
7276,A33256,그러면 무료로 문자 입출금 서비스를 받으실 수 있습니다.
7277,A33256,어떻게 신청하나요?
7278,A33256,"인터넷 뱅킹, 스마트폰 뱅킹에서 간편하게 신청하실 수 있습니다."
7279,A33256,신청 메뉴를 어떻게 찾나요?
7280,A33256,검색창에 문자서비스를 치시면 해당 메뉴로 이동됩니다.
7281,A33256,아 그렇군요.
7282,A33256,본인명의 휴대폰으로만 되나요?
7283,A33256,제 폰이 남편 명의라서요.
7284,A33256,본인 인증 서비스를 받아야 해서 본인명의만 가능합니다.
7285,A33256,그럼 저는 문자서비스를 받을 수 없나요?
7286,A33256,본인 명의 휴대폰을 사용하지 않는 경우에는 영업점에 방문하셔서 번호 인증을 받으신 후 등록해 드립니다.
7287,A33256,입출금 계좌 여러 개도 등록 가능한가요?
7288,A33256,네 본인 소유 입출금계좌는 모두 입출금 문자서비스를 제공받으실 수 있습니다.
7289,A33257,외화통장에서 현금으로 출금 가능한가요?
7290,A33257,외화통장에서는 해당 외화로 출금가능합니다.
7291,A33257,수수료가 얼마인가요?
7292,A33257,현금이 필요하신가요? 이체를 원하시나요?
7293,A33257,"아, 다른 제명의 통장으로 이체해도 됩니다."
7294,A33257,외화를 인출하시면 원화로 환산되어서 출금됩니다.
7295,A33257,이체하는 경우에는요?
7296,A33257,이체하는 경우에도 원화로 환산되어서 이체됩니다.
7297,A33257,어느쪽이 더 유리한가요?
7298,A33257,수수료 말씀이신가요?
7299,A33257,네 그렇습니다.
7300,A33257,"수수료는 고객님 명의의 당행 계좌로 이체하시는 것이 더 낮으므로, 이체가 유리합니다."
7301,A33257,외화통장에서 제 원화통장으로 이체하는 것은 인터넷으로도 되나요?
7302,A33257,"네, 이체의 경우에는 인터넷으로도 가능합니다."
7303,A33257,그러면 외화통장에서 원화통장으로 이체후 ATM에서 바로 출금도 되나요?
7304,A33257,이체 이후 30분이 지나면 출금 가능합니다.
7305,A33257,네 알겠어요.
7306,A33257,그리고 수수료는 환전 금액에 따라 차등 적용됩니다.
7307,A33257,어떻게요?
7308,A33257,금액이 클수록 수수료율이 낮아집니다.
7309,A33258,인터넷으로 환전이 되나요?
7310,A33258,인터넷 뱅킹에서 말씀이신가요?
7311,A33258,"네, 인터넷 뱅킹에서요."
7312,A33258,"네, 인터넷 뱅킹에서 환전 가능합니다."
7313,A33258,유로화도 되나요?
7314,A33258,"네, 가능합니다."
7315,A33258,환전된 돈은 어디로 가나요?
7316,A33258,환전시 고객님이 지정하시는 계좌로 입금됩니다.
7317,A33258,환전후 바로 출금되나요?
7318,A33258,"인터넷으로 환전하고 ATM에서 출금하신 경우, 환전 후 30분 이후 출금이 가능합니다."
7319,A33258,그렇게 되는 거군요.
7320,A33258,혹시 외화 입금도 ATM에서 되나요?
7321,A33258,외화입금은 영업점 창구에서만 가능합니다.
7322,A33258,환율 우대를 받을 수 있나요?
7323,A33258,고객등급에 따라 최대 90%까지 우대환율이 적용됩니다.
7324,A33258,그러면 인터넷에서 환전하면 자동으로 우대환율이 적용되나요?
7325,A33258,"네, 고객님 등급에 따라 자동 적용됩니다. "
7326,A33258,혹시 영업점에 직접 가면 더 받을 수도 있나요?
7327,A33258,우대환율 말씀이세요?
7328,A33258,네 그렇습니다.
7329,A33258,영업점 VIP실에서 상담하시면 더 받으실 수도 있습니다.
7330,A33259,입출금 되는 내역을 스마트폰 앱에서 알림톡으로 받을 수 있나요?
7331,A33259,네 가능합니다
7332,A33259,스마트폰 앱은 이미 설치했는데요.
7333,A33259,어디서 하는지 모르겠어요. 어떻게 하나요?
7334,A33259,스마트폰 뱅킹 앱 알림을 켜 주셔야 가능합니다.
7335,A33259,스마트 폰 앱 알림센터에 가서 알림설정이 되어 있는지 확인해 주시겠어요?
7336,A33259,네
7337,A33259,스마트폰 앱 알림이랑 문자 알림이랑 다른가요?
7338,A33259,스마트폰 앱 알림은 앱에서 고객님 계좌 변동이 있을때 알림기능이 오는 것입니다.
7339,A33259,문자 알림은 유료인가요?
7340,A33259,네 문자알림은 월 700원의 이용료가 있습니다.
7341,A33259,스마트폰은 무료인가요?
7342,A33259,"네, 앱에서 알림이 가는 것이므로 수수료가 없습니다."
7343,A33259,아 그런거군요.
7344,A33259,1만원 이상 거래내역만 알림을 받도록 설정할 수도 있나요?
7345,A33259,"문자서비스는 가능하고, 스마트폰 앱알림은 그런 설정이 되지 않습니다."
7346,A33259,아 그렇군요.
7347,A33259,문자알림서비스 등록해 드릴까요?
7348,A33259,아니에요. 스마트폰 앱알림 쓰죠.
7349,A33259,알겠습니다. 고객님. 행복한 하루 되세요.
7350,A33260,대학등록금 인터넷 뱅킹으로 납부되요?
7351,A33260,"네, 인터넷뱅킹이나 스마트폰뱅킹에서 대학등록금 납부하실 수 있습니다."
7352,A33260,등록금 메뉴를 찾아도 안 보여서요.
7353,A33260,어느 메뉴로 들어가나요?
7354,A33260,공과금납부 하위 메뉴에 등록금 납부 메뉴가 있습니다.
7355,A33260,대학이름과 학번만 알아도 납부할 수 있나요?
7356,A33260,아니요. 가상계좌번호를 입력하셔야 납부가 가능합니다.
7357,A33260,등록금 고지서를 잃어버렸어요.
7358,A33260,가상계좌번호를 어떻게 알 수 있나요?
7359,A33260,가상계좌번호는 학교에 직접 문의하셔야 합니다.
7360,A33260,네 알겠습니다.
7361,A33260,추가 문의사항 있으십니까?
7362,A33260,"네, 한가지 더 있어요."
7363,A33260,신용카드로도 등록금을 낼 수 있나요?
7364,A33260,"네, 신용카드로도 납부 가능하십니다."
7365,A33260,당행 카드를 소지하고 계신가요?
7366,A33260,"네, 카드를 가지고 있어요."
7367,A33260,"그럼 뱅킹앱이 아니라, 카드앱을 깔아 주셔야 합니다."
7368,A33260,카드앱 안 까는 방법은 없나요?
7369,A33260,그러면 인터넷으로 카드사 홈페이지에 접속하셔서 처리하실 수도 있습니다.
7370,A33261,"오픈뱅킹 가입 안내 문자를 받았는데, 오픈뱅킹이 무엇인가요?"
7371,A33261,오픈뱅킹은 다른은행 계좌를 당행 인터넷 뱅킹에서 한번에 관리할 수 있는 편리한 서비스입니다.
7372,A33261,어떤 관리를 할 수 있나요?
7373,A33261,타은행 계좌잔액과 거래내역까지 조회하실 수 있습니다.
7374,A33261,혹시 타은행 계좌에서 이체도 가능한가요?
7375,A33261,"네, 타은행 계좌이체도 가능합니다. 또한, 당행의 오픈뱅킹에 등록하시면 계좌이체 수수료가 0원입니다."
7376,A33261,토스의 경우 월 5회만 무료이던데요.
7377,A33261,당행 오픈뱅킹은 현재 월 제한 없이 이체수수료가 무료입니다.
7378,A33261,와 정말 좋네요.
7379,A33261,또 다른 장점이 있나요?
7380,A33261,타은행에 흩어져 있는 잔액들을 당행 계좌로 모아서 충전하여 관리할 수 있습니다.
7381,A33261,그럼 돈이 새지 않아서 좋네요.
7382,A33261,가입대상에 제한이 있나요?
7383,A33261,"만 14세 이상의 개인, 개인사업자, 개인임의단체면 누구든지 가입 가능합니다."
7384,A33261,어떻게 이용하면 되나요?
7385,A33261,스마트폰 뱅킹앱에서 오픈뱅킹 메뉴 아래 다른 은행 계좌를 등록후 이용하시면 됩니다.
7386,A33261,그러면 타은행 서비스까지 이용할 수 있나요?
7387,A33261,"다른은행 입출금, 예적금, 펀드의 잔액조회는 물론 거래내역, 출금, 당행 상품가입까지 편리하게 이용하실 수 있습니다."
7388,A33261,이용 가능시간은 언제인가요?
7389,A33261,오픈뱅킹 서비스는 연중무휴로 00:05부터 23:55까지 사용가능합니다. 
7390,A33262,중소기업 청년전세대출이 만기 연장 되나요?
7391,A33262,"네 고객님, 중소기업 청년전세대출을 언제부터 이용하셨나요?"
7392,A33262,2년 전 부터입니다.
7393,A33262,만기일은 언제인가요?
7394,A33262,2개월 뒤에요.
7395,A33262,본 대출은 2년이 최대입니다. 
7396,A33262,그러면 어떻게 해야 하나요?
7397,A33262,다른 대출로 전환하실 수 있습니다.
7398,A33262,그게 무슨 뜻인가요?
7399,A33262,중소기업 청년전세대출이 만기가 되면 버팀목 대출로 갈아타실 수 있습니다.
7400,A33262,버팀목 전세대출은 금리가 더 높나요?
7401,A33262,"네, 조금 더 높습니다."
7402,A33262,왜 그런가요?
7403,A33262,중소기업 청년전세대출은 1%대의 초저금리로 최대 2년까지 혜택을 주는 프로그램이기 때문입니다.
7404,A33262,버팀목 전세대출도 지원 프로그램인가요?
7405,A33262,"네, 무주택자를 위한 지원프로그램으로, 중소기업 청년전세대출보다는 높지만, 일반 전세자금 대출보다는 금리가 낮습니다."
7406,A33262,네 알겠습니다.
7407,A33262,언제까지 신청하면 되나요?
7408,A33262,기존 대출 만기일 전까지면 오셔서 버팀목 대출로 전환해 주시면 됩니다.
7409,A33262,그렇군요. 
7410,A33263,집단중도금 대출하려는데 도와주세요.
7411,A33263,인터넷 뱅킹에 접속중이신가요?
7412,A33263,"네, 접속중입니다."
7413,A33263,로그인후 대출-담보대출-집단중도금 대출을 선택해 주세요.
7414,A33263,네 선택했어요.
7415,A33263,그럼 상단에 신청안내 아래 인터넷신청 가이드가 보이시나요?
7416,A33263,네
7417,A33263,그 부분을 클릭하시면 집단중도금 대출가이드를 다운로드 하실 수 있어요.
7418,A33263,그 자료를 보면 상세히 나오나요?
7419,A33263,"네 그렇습니다. 분양신청, 대출관련 필요서류를 대출취급 영업점에 제출하시고, 인터넷 집단 중도금대출 신청하시면 됩니다."
7420,A33263,네 심사는 누가 하나요?
7421,A33263,해당 영업점에서 심사하여 통과하면 대출실행후 분양대금을 회차별로 입금받게 되십니다.
7422,A33263,파일 다운 받아 보아도 어려울 것 같네요.
7423,A33263,"인터넷 신청 가이드 보신 후에 이해가 잘 안되시면, 영업점에 한번 방문하셔서 직접 상담 받으셔도 됩니다."
7424,A33263,네. 알겠습니다.
7425,A33263,대출신청시간은 영업시간만 가능한가요?
7426,A33263,아닙니다. 은행영업일 및 휴일에도 7:00부터 24:00까지 가능합니다.
7427,A33263,아 네 알겠습니다.
7428,A33263,추가 문의사항이 있으신가요?
7429,A33263,지금은 괜찮습니다. 추가 문의사항 생기면 다시 연락드릴께요.
7430,A33264,대출신청했는데 진행사항은 어디서 확인하나요?
7431,A33264,인터넷이나 스마트폰에서 확인 가능하십니다.
7432,A33264,대출결과는 어떻게 알 수 있나요?
7433,A33264,대출결과도 인터넷뱅킹과 스마트폰뱅킹에서 확인 가능합니다.
7434,A33264,문자로는 안내 안 해 주시나요?
7435,A33264,가령 추가서류가 필요한 경우라던가요.
7436,A33264,"문자로도 안내드리고, 인터넷 및 스마트폰에서도 확인 하실 수 있습니다."
7437,A33264,추가서류는 어떻게 제출하나요? 방문해야 하나요?
7438,A33264,아닙니다. 인터넷으로도 사후서류제출 메뉴를 통하여 제출하시면 됩니다.
7439,A33264,담보대출 전자서명이 뭐에요?
7440,A33264,고객님께서 본 은행 영업점에서 작성하신 “설정계약서” 등을 대법원 인터넷등기소에 접수하기 위해 공인인증서로 본인임을 확인하는 절차입니다.
7441,A33264,"네, 신청인만 확인하면 되나요?"
7442,A33264,아닙니다. 만약에 부동산 소유자가 공동명의인 경우에는 소유자 모두가 전자서명을 하셔야 합니다.
7443,A33264,신청인만 서명하면 안된다는 말씀인가요?
7444,A33264,"네, 전자서명이 완료되지 않을 경우에는 등기 설정이 불가능하여 대출 실행이 제한될 수 있습니다."
7445,A33264,저와 남편 공동명의인대요.
7446,A33264,"그러면, 배우자정보제공동의 및 세대원정보제공동의를 해 주셔야 합니다."
7447,A33264,이것도 인터넷으로 되는 건가요?
7448,A33264,네 그렇습니다. 인터넷 뱅킹으로 처리하실 수 있습니다.
7449,A33264,"네, 알겠습니다."
7450,A33265,대출금 상환에 대해 몇가지 묻고 싶습니다.
7451,A33265,"네, 고객님 무엇을 도와드릴까요?"
7452,A33265,대출금 일부를 상환하고 싶은데요.
7453,A33265,"네, 인터넷, 스마트폰, 영업점 방문 중 한가지 방법을 선택하실 수 있습니다."
7454,A33265,어떤 방법이 편리하신가요?
7455,A33265,인터넷 뱅킹으로 처리하고 싶습니다.
7456,A33265,대출 메뉴 중 대출금상환 메뉴에서 하시면 됩니다.
7457,A33265,어떻게 하면 되는지 더 설명해 주세요.
7458,A33265,상환구분에서 일부상환을 선택하시면 대출금 상환 예상금액이 나옵니다.
7459,A33265,네 알겠습니다.
7460,A33265,"예금담보대출 중 절반을 상환하려고 하는데, 그러면 질권설정금액을 줄일 수 있나요?"
7461,A33265,예부적금담보대출을 일부 상환하신 경우 담보예부적금계좌의 질권설정금액 감액은 영업점을 통해서만 가능합니다.
7462,A33265,이자는 어떻게 되나요?
7463,A33265,원금 잔액에 대해 상환일까지 일할 계산되어 대출금 상환 예상조희에서 확인하실 수 있습니다.
7464,A33265,아 그렇게 되는군요. 그럼 우선 대출금 상환예상조회를 해 봐야 겠어요.
7465,A33265,여러 번 해봐도 되나요? 상환금액 다르게 해서요?
7466,A33265,"네, 상관 없으세요. 예상액을 조회하는 메뉴입니다."
7467,A33265,상환하고 나면 결과내역은 문자로 오나요?
7468,A33265,인터넷 뱅킹에서 처리하시면 바로 확인하실 수 있습니다.
7469,A33265,"네, 감사합니다."
7470,A33266,대출기한 연장이 되나요?
7471,A33266,만기일로부터 1개월 이내 대출계좌에 한하여 연장이 가능합니다.
7472,A33266,어디서 하나요?
7473,A33266,가까운 영업점에서 신청하시거나 인터넷뱅킹에서 신청하실 수 있습니다.
7474,A33266,저도 가능하다는 말씀이군요.
7475,A33266,"기본적으로 1년 단위 갱신이 가능한 상품은 대출연장이 가능하지만, 최장대출기간에 도래한 상품은 재대출을 받으셔야 합니다."
7476,A33266,이미 만기가 경과한 경우에는 어떻게 하나요?
7477,A33266,만기 경과 계좌인 경우 가까운 영업점에서 신청해 주시기 바랍니다.
7478,A33266,만기는 어디서 확인하나요?
7479,A33266,인터넷이나 스마트폰 뱅킹 접속하시면 대출메뉴에서 확인하실 수 있습니다.
7480,A33266,지금 접속해서 확인 좀 하고 싶은데요.
7481,A33266,"네, 고객님 확인하시고 추가문의 해 주세요."
7482,A33266,기한연장시 상환대상금액이 있는 경우 대출금 상환 후 하라는 것이 무슨 뜻인가요?
7483,A33266,상환금이 남아있으시면 상환하시고 다시 대출신청하시라는 이야기입니다.
7484,A33266,상환하지 않고 기한만 연장하고 싶은데요.
7485,A33266,자동기한연장이 가능한 대상이시면 가능합니다.
7486,A33266,저의 경우는 어떠한가요?
7487,A33266,"고객님은 자동기한연장이 끝나셔서, 대출금 상환후 다시 신청해 주셔야 합니다."
7488,A33266,그럼 연장이 안되는 거네요.
7489,A33266,"네, 죄송합니다."
7490,A33267,대출금리가 다른 친구들보다 너무 높은 것 같은데요.
7491,A33267,금리를 낮출 방법이 없나요?
7492,A33267,신청일 현재 개인대출을 보유중인 고객 중 신용등급이 상승한 고객은 금리인하를 요구하실 수 있습니다.
7493,A33267,전세자금대출도 신청 가능한가요?
7494,A33267,"네, 신용대출, 부동산담보대출, 전세자금대출 모두 신청가능합니다."
7495,A33267,신청했는데 안되는 경우도 있나요?
7496,A33267,"예금, 청약, 펀드 등의 담보대출이나, 신용등급에 의해 금리차이가 발생하지 않는 대출은 신청해도 불가능합니다."
7497,A33267,어디서 신청하나요?
7498,A33267,인터넷이나 영업점에서 신청하시면 됩니다.
7499,A33267,인터넷 신청절차를 조금 더 자세히 말씀해 주세요.
7500,A33267,"우선, 신청사유와 함께 인터넷금리인하요구권을 신청해 주세요."
7501,A33267,그러면 끝인가요?
7502,A33267,"아니요, 신용평가 및 심사란에 연소득금액, 재직회사 및 기간 등 심사 필요정보 입력합니다."
7503,A33267,증빙 제출은 없나요?
7504,A33267,행정기관 정보조회(스크래핑)를 통한 서류 제출하게 됩니다.
7505,A33267,행정기관 정보조회로 안되면요?
7506,A33267,행정기관 정보조회(스크래핑)를 통해 서류제출이 불가한 경우 영업점 방문해 주셔야 합니다.
7507,A33267,네 알겠습니다.
7508,A33267,그럼 우선 비대면 신청부터 할께요.
7509,A33267,"네, 고객님 인터넷으로 신청해 주십시요."
7510,A33268,대출금리 확인은 보통 어디서 하나요?
7511,A33268,일반적 대출금리 소개는 인터넷뱅킹의 대출상품별 안내페이지에서 확인할 수 있습니다.
7512,A33268,거기에는 얼마부터 얼마까지 이런식이던데요.
7513,A33268,"네, 최저금리부터 최고금리까지만 명시하고 있습니다."
7514,A33268,저에게 적용되는 금리를 알려면 어떻게 해야 하나요?
7515,A33268,고객님에게 적용되는 금리는 서류 심사 이후 정확하게 안내해 드릴 수 있습니다.
7516,A33268,네 알겠어요.
7517,A33268,그럼 이자율 변동을 볼 수 있는 곳이 있나요?
7518,A33268,"네, 인터넷 뱅킹내에 대출가이드 메뉴에 가시면 가계대출금리 변동을 확인하실수 있습니다."
7519,A33268,변동금리만 나오나요?
7520,A33268,아닙니다. 변동금리 뿐 아니라 고정금리도 확인하실 수 있습니다. 
7521,A33268,변동금리를 선택하는 것이 이득인가요?
7522,A33268,금리가 내려가는 추세이면 변동금리를 선택하는 것이 유리합니다. 
7523,A33268,혹시 중간에 상환하면 수수료가 발생하나요?
7524,A33268,중도상환수수료가 발생할 수 있습니다.
7525,A33268,중도상환 수수료는 얼마나 되나요?
7526,A33268,"보통, 도상환원금 x 수수료율 x (잔존일수 ÷ 대출기간)로 계산하는데 대출기간이 3년을 초과하는 시점부터는 발생하지 않습니다."
7527,A33268,3년 이후 중도 상환하면 수수료가 없다는 거네요.
7528,A33268,네 그렇습니다.
7529,A33268,"네, 잘 이해했습니다."
7530,A33269,대출 연체하면 어떻게 되나요?
7531,A33269,이자를 2개월치 연체했어요.
7532,A33269,이자를 연체하신 경우 지연배상금액이 부과됩니다.
7533,A33269,지연배상금이 뭐에요?
7534,A33269,약정이자율에 연체가산이자율을 더해서 지연배상금률을 정하고 이것이 연체이자율로 가산됩니다.
7535,A33269,어렵네요. 제가 이해한 것이 맞는지 보세요.
7536,A33269,연체한 만큼 가산이자율이 붙어서 이자가 늘어난다는 거죠?
7537,A33269,"네, 연체한 이자는 약정이자율보다 높은 연체가산이자율이 적용됩니다."
7538,A33269,제가 100만원 2개월치 연체했는데 어떻게 되나요?
7539,A33269,"1개월 연체된 100만원은 지연배상금이 3,333원이라서 1,003,333원이지만 2개월 연체된 100만원은 1개월 이상 지체시 기한의 이익이 상실되어 160만원이 됩니다. 따라서 총 260만 3333원을 내셔야 합니다."
7540,A33269,2개월 연체 시점부터는 이자가 엄청나게 올라가네요.
7541,A33269,원리금 분할상환인데 연체했으면 달라지나요?
7542,A33269,지연배상금액 산정방법이 달라집니다.
7543,A33269,원금 연체분도 지연배상금율이 적용되나요?
7544,A33269,네 그렇습니다.
7545,A33269,다음달에도 못갚으면 어떻게 되나요?
