	고객질문(요청)
56313	은행거래내역을 법무사 사무소에제출해야 하는데 어떻게 하나요?
56317	어디서 뽑을 수 있을까요?
56320	직접 방문시 가져갈 것이 있나요?
56326	금융거래확인서를 여러장 발급시 신용에 불이익이 있을까요?
56329	발급 비용은 얼마인가요?
56353	펀드거래내역을 발급 받고 싶습니다. 우편으로요
56370	현재 저의 펀드잔고를 알 수 있을까요?
56380	당일 입금건도 잔고증명서에 반영되나요?
56390	아 하나 더 있는데 잔고증명서 발급시 제 신용도에 영향을 주나요?
56396	 부모님이 제 거래내역을 볼 수 있는 방법이 있나요?
56402	만 20세 이상은요?
56405	지금 그러면 거래내역이 집으로 가고 있나요?
56415	최근 1년 사용내역만 조회 되나요?
56416	아 다시 질문이요. 1년전 사용내역을 조회할 수 있나요?
56419	어떻게 해야 3년치를 조회할 수 있을까요?
56421	가까운 곳에 지점이 있나요?
56426	우편 신청도 되나요?
56429	사용내역은 월별로 분류되어 나오는건가요?
56436	그런데 이번에 번호변경이 되어서요. 변경요청드립니다.
56449	그럼 지금부터 이 번호로 바로 문자 날라오나요?
56455	파일 저장도 가능한가요?
56457	홈페이지 주소가 바뀌었나요?
56459	변경된 주소가 어떻게 되나요?
56461	작년 사용내역도 출력할 수 있나요?
56464	그러면 1년 이전 것은 어떻게 해야 받을 수 있나요?
56469	가까운 지점 알 수 있나요?
56471	영업시간이 어떻게 되나요?
56477	일자별로도 송금내역 조회가 되나요?
56480	영업점에 안가고 신청하는 방법이 있나요?
56482	팩스 발송은 신청은 어떻게 하나요?
56493	거래내역 전자확인증이 필요합니다.
56520	왜 다르죠?? 설명좀 해주세요
56523	아 그럼 창구에서 수표를 입금해도 이런가요?
56526	수표가 타행수표인게 영향 있을까요?
56528	금요일에 넣었는데 그럼 언제 결과 나오죠?
56533	카드 명세서를 받을 수 있나요?
56539	다른 방법이 또 뭐가 있나요?
56542	카드앱으로 수령 하도록 변경할 수 있나요?
56545	혹시 명세서 재발행도 되나요?
56549	명세서 파일도 보내주시나요?
56553	카드 거래 취소 내역 확인 되나ㅣ요?
56561	카드취소내역으로 둘 다 확인 가능한가요?
56566	취소가 제대로 안된 건은 어떻게 처리 해야 하나요?
56568	그러면 처리 되요?
56586	혹시 건별로도 확인 가능할까요? 합계액만 보여요 지금은
56604	발급 가능해요?
56613	자녀의 카드내역을 받아볼 수 있을까요?
56619	위임장만 준비하면 되나요?
56624	위임장을 받아가면 바로 신청되는건가요?
56626	혹시 전체 안보고 특정한 결제내역만 알 수도 있나요? 위임장 가져가기 힘들어서
56633	통장 재발시 이전 내역은 다 사라지나요?
56635	아니요 새로 발급 받기 전입니다. 분실해서요. 재발급 되죠?
56637	재발급하면 어느 시점부터 거래내역이 조회되나요?
56643	어디로 가면 되나요?
56645	통장 재발급 신청시 바로 발급되나요? 당일에?
56647	전자통장도 그러면 변경 해주나요?
56650	종이통장하고 같이 쓸 수 있는거예요?
56654	통장 잔고를 확인할수있나요?
56668	전화만 하면되나요?
56674	통장 잔고 확인가능한가요?
56694	거래내역을 어떻게 확인할수있나요?
56698	거래내역 조회는 언제까지 가능한가요?
56700	그럼, 최대로는 언제까지인가요?
56706	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
56714	거래내역 확인방법은 무엇이 있나요?
56716	통장 미정리내역이 90건 이상인데 문제없나요?
56718	다른방법은 없나요?
56721	어떻게 확인하나요?
56734	거래내역 확인방법에는 무엇이 있을까요?
56736	어떻게 확인하나요?
56746	매번 복잡하게 들어가서 해야하나요?
56748	그게뭔가요?
56754	거래내역 확인방법은 무엇이 있나요?
56774	거래내역 확인방법에는 무엇이 있을까요?
56776	어떻게 확인하나요?
56786	매번 복잡하게 들어가서 해야하나요?
56788	그게뭔가요?
56794	적립식 펀드 잔고좌수를 조회하려하는데요,
56814	기업통장의 거래내역을 확인하고싶은데요.
56823	네, 무엇인가요?
56827	정말인가요?
56874	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
56876	어떻게하면 되나요?
56880	아이디로그인은 어떻게하나요?
56896	네,어떻게하면 되나요?
56914	거래내역 전자확인증 출력 가능한가요?
56916	네,어떻게하면 되나요?
56934	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
56936	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
56938	그렇군요, 가입후에는요?
56946	네.가입전에 거래내역도 볼수있나요?
56954	거래내역조회는 언제내역부터 가능한가요?
56956	그렇군요. 어떻게하면 되나요?
56978	왜그런가요?
56984	송금은 가능한가요?
56994	통장 잔고를 확인할수있나요?
57008	전화만 하면되나요?
57014	통장 잔고 확인가능한가요?
57034	거래내역을 어떻게 확인할수있나요?
57038	거래내역 조회는 언제까지 가능한가요?
57040	그럼, 최대로는 언제까지인가요?
57046	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
57054	거래내역 확인방법은 무엇이 있나요?
57056	통장 미정리내역이 90건 이상인데 문제없나요?
57058	다른방법은 없나요?
57061	어떻게 확인하나요?
57074	거래내역 확인방법에는 무엇이 있을까요?
57076	어떻게 확인하나요?
57086	매번 복잡하게 들어가서 해야하나요?
57088	그게뭔가요?
57094	거래내역 확인방법은 무엇이 있나요?
57114	거래내역 확인방법에는 무엇이 있을까요?
57116	어떻게 확인하나요?
57126	매번 복잡하게 들어가서 해야하나요?
57128	그게뭔가요?
57134	적립식 펀드 잔고좌수를 조회하려하는데요,
57154	기업통장의 거래내역을 확인하고싶은데요.
57163	네, 무엇인가요?
57214	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
57216	어떻게하면 되나요?
57220	아이디로그인은 어떻게하나요?
57236	네,어떻게하면 되나요?
57254	거래내역 전자확인증 출력 가능한가요?
57256	네,어떻게하면 되나요?
57274	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
57276	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
57278	그렇군요, 가입후에는요?
57286	네.가입전에 거래내역도 볼수있나요?
57294	거래내역조회는 언제내역부터 가능한가요?
57296	그렇군요. 어떻게하면 되나요?
57318	왜그런가요?
57324	송금은 가능한가요?
57334	통장 잔고를 확인할수있나요?
57348	전화만 하면되나요?
57354	통장 잔고 확인가능한가요?
57374	거래내역을 어떻게 확인할수있나요?
57378	거래내역 조회는 언제까지 가능한가요?
57380	그럼, 최대로는 언제까지인가요?
57386	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
57394	거래내역 확인방법은 무엇이 있나요?
57396	통장 미정리내역이 90건 이상인데 문제없나요?
57398	다른방법은 없나요?
57401	어떻게 확인하나요?
57414	거래내역 확인방법에는 무엇이 있을까요?
57416	어떻게 확인하나요?
57426	매번 복잡하게 들어가서 해야하나요?
57428	그게뭔가요?
57434	거래내역 확인방법은 무엇이 있나요?
57454	거래내역 확인방법에는 무엇이 있을까요?
57456	어떻게 확인하나요?
57466	매번 복잡하게 들어가서 해야하나요?
57468	그게뭔가요?
57474	적립식 펀드 잔고좌수를 조회하려하는데요,
57494	기업통장의 거래내역을 확인하고싶은데요.
57503	네, 무엇인가요?
57507	정말인가요?
57554	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
57556	어떻게하면 되나요?
57560	아이디로그인은 어떻게하나요?
57576	네,어떻게하면 되나요?
57594	거래내역 전자확인증 출력 가능한가요?
57596	네,어떻게하면 되나요?
57614	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
57616	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
57618	그렇군요, 가입후에는요?
57626	네.가입전에 거래내역도 볼수있나요?
57634	거래내역조회는 언제내역부터 가능한가요?
57636	그렇군요. 어떻게하면 되나요?
57658	왜그런가요?
57664	송금은 가능한가요?
57674	통장 잔고를 확인할수있나요?
57688	전화만 하면되나요?
57694	통장 잔고 확인가능한가요?
57714	거래내역을 어떻게 확인할수있나요?
57718	거래내역 조회는 언제까지 가능한가요?
57720	그럼, 최대로는 언제까지인가요?
57726	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
57734	거래내역 확인방법은 무엇이 있나요?
57736	통장 미정리내역이 90건 이상인데 문제없나요?
57738	다른방법은 없나요?
57741	어떻게 확인하나요?
57754	거래내역 확인방법에는 무엇이 있을까요?
57756	어떻게 확인하나요?
57766	매번 복잡하게 들어가서 해야하나요?
57774	거래내역 확인방법은 무엇이 있나요?
57794	거래내역 확인방법에는 무엇이 있을까요?
57806	매번 복잡하게 들어가서 해야하나요?
57808	그게뭔가요?
57814	적립식 펀드 잔고좌수를 조회하려하는데요,
57834	기업통장의 거래내역을 확인하고싶은데요.
57843	네, 무엇인가요?
57847	정말인가요?
57894	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
57896	어떻게하면 되나요?
57900	아이디로그인은 어떻게하나요?
57916	네,어떻게하면 되나요?
57934	거래내역 전자확인증 출력 가능한가요?
57936	네,어떻게하면 되나요?
57954	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
57956	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
57958	그렇군요, 가입후에는요?
57966	네.가입전에 거래내역도 볼수있나요?
57974	거래내역조회는 언제내역부터 가능한가요?
57976	그렇군요. 어떻게하면 되나요?
57998	왜그런가요?
58004	송금은 가능한가요?
58014	통장 잔고를 확인할수있나요?
58028	전화만 하면되나요?
58034	통장 잔고 확인가능한가요?
58054	거래내역을 어떻게 확인할수있나요?
58058	거래내역 조회는 언제까지 가능한가요?
58060	그럼, 최대로는 언제까지인가요?
58066	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
58074	거래내역 확인방법은 무엇이 있나요?
58076	통장 미정리내역이 90건 이상인데 문제없나요?
58078	다른방법은 없나요?
58081	어떻게 확인하나요?
58094	거래내역 확인방법에는 무엇이 있을까요?
58096	어떻게 확인하나요?
58106	매번 복잡하게 들어가서 해야하나요?
58108	그게뭔가요?
58114	거래내역 확인방법은 무엇이 있나요?
58134	거래내역 확인방법에는 무엇이 있을까요?
58136	어떻게 확인하나요?
58146	매번 복잡하게 들어가서 해야하나요?
58148	그게뭔가요?
58154	적립식 펀드 잔고좌수를 조회하려하는데요,
58174	기업통장의 거래내역을 확인하고싶은데요.
58183	네, 무엇인가요?
58187	정말인가요?
58234	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
58236	어떻게하면 되나요?
58240	아이디로그인은 어떻게하나요?
58256	네,어떻게하면 되나요?
58274	거래내역 전자확인증 출력 가능한가요?
58276	네,어떻게하면 되나요?
58294	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
58296	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
58298	그렇군요, 가입후에는요?
58306	네.가입전에 거래내역도 볼수있나요?
58314	거래내역조회는 언제내역부터 가능한가요?
58316	그렇군요. 어떻게하면 되나요?
58338	왜그런가요?
58344	송금은 가능한가요?
58354	통장 잔고를 확인할수있나요?
58368	전화만 하면되나요?
58374	통장 잔고 확인가능한가요?
58394	거래내역을 어떻게 확인할수있나요?
58398	거래내역 조회는 언제까지 가능한가요?
58400	그럼, 최대로는 언제까지인가요?
58406	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
58414	거래내역 확인방법은 무엇이 있나요?
58416	통장 미정리내역이 90건 이상인데 문제없나요?
58418	다른방법은 없나요?
58421	어떻게 확인하나요?
58434	거래내역 확인방법에는 무엇이 있을까요?
58436	어떻게 확인하나요?
58446	매번 복잡하게 들어가서 해야하나요?
58448	그게뭔가요?
58454	거래내역 확인방법은 무엇이 있나요?
58474	거래내역 확인방법에는 무엇이 있을까요?
58476	어떻게 확인하나요?
58486	매번 복잡하게 들어가서 해야하나요?
58488	그게뭔가요?
58494	적립식 펀드 잔고좌수를 조회하려하는데요,
58514	기업통장의 거래내역을 확인하고싶은데요.
58523	네, 무엇인가요?
58527	정말인가요?
58574	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
58576	어떻게하면 되나요?
58580	아이디로그인은 어떻게하나요?
58596	네,어떻게하면 되나요?
58614	거래내역 전자확인증 출력 가능한가요?
58616	네,어떻게하면 되나요?
58634	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
58636	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
58638	그렇군요, 가입후에는요?
58646	네.가입전에 거래내역도 볼수있나요?
58653	카드 해외 사용내역을 확인 가능한가요?
58657	사용내역은 현지 화폐로 나오나요?
58662	혹시 수수료도 추가되나요?
58665	현금서비스도 수수료가 부과되나요?
58668	그럼 환전해 가서 현금 쓰는게 더 유리하겠네요?
58671	해외에서 카드 사용 내역을 문자로 바로 받을 수 있나요?
58673	개인사업자용 카드 신청 어떻게 하나요?
58675	개인사업자용 카드로 결제한 것을 비용처리하는건가요?
58677	증빙은 어떻게 하나요?
58679	세금계산서는 따로 발부하지 않아도 되나요?
58681	앱에서도 개인사업자용 카드이용내역 다운로드 가능한가요?
58683	언제까지 조회할 수 있나요?
58685	사업자등록증만 있으면 카드 발급가능한가요?
58689	다른건 필요 없다는거죠?
58701	작년의 이용금액 분석자료도 볼 수 있나요?
58703	카드 추천도 해 주나요?
58709	카드론 한도를 알 수 있을까요?
58713	카드사 입금 내역하고 결제 잔고를 알수 있나요?
58721	어떻게 설치하나요?
58723	네 설치할게요. 그리고 입금내역이 복잡한데 파일로 받을 수도 있나요?
58725	노트북에서도 볼 수 있나요?
58727	혹시 설명해주신 내용을 문자로 안내받을 수 있을까요?
58743	네 어떻게 해야 하는지 알려주세요
58747	더 간편한 방법 없나요? 좀 번거로워요
58749	자동 발급된 영수증은 어디서 볼 수 있나요?
58753	간편결제 내역 확인 어떻게 하나요?
58755	결제수단 말인가요?
58758	간편결제앱으로는 못 보나요?
58760	조회 가능 기간이 어떻게 되나요?
58764	계좌이체랑 카드로 복합결제 가능한가요?
58766	포인트나 쿠폰은 중복 사용 되나요?
58773	통장거래내역을 받을 수 있나요?
58777	1년치밖 안되던데 그 이상 못하나요?
58779	그게 뭐죠? 어떻게 하는건가요?
58781	1년이상의 자료를 모두 다운로드 할 수 있나요?
58783	은행에서 발급한 형태로도 받을 수 있나요?
58785	예금주가 직접 가야 하나요?
58789	다운받을 때 필요한게 있나요?
58799	그러면 펀드 거래내역은 어떻게 확인할 수 있나요?
58803	환매한 내역도 인터넷에서 볼 수 있나요?
58805	인터넷으로 펀드 추가 가입도 되나요?
58815	통장정리 안한지좀 됬는데 모바일로 거래내역 조회 될까요>
58817	체크카드로 출금한 내역도 보이나요?
58819	오래전 내역도 조회 가능할까요?
58821	그러면 통장정리 안해도 되나요?
58823	통장을 없앨 수 있나요?
58827	인터넷으로 신청하지는 못하나요?
58829	필요한게 뭐가 있나요?
58833	포인트 잔고는 어떻게 조회할 수 있나요?
58837	혹시 포인트 충전도 가능한가요?
58841	충전은 최소 얼마 해야하나요?
58843	100만원도 충전할 수 있나요?
58845	포인트 유효기간이 있나요?
58847	포인트 선물이나 이전이 될까요?
58849	포인트를 현금으로 출금할 수 있나요?
58853	세종시 소비쿠폰을 받았는데 어디서 확인가능한가요?
58859	충전 누르면 충전해서 체크카드처럼 쓰나요?
58861	오프라인 구매 어떻게 결제하나요?
58863	지역카드로 결제하면 혜택이 있어요?
58865	캐시백요? 그럼 현금처럼 쓰나요?
58867	캐시백 사용 기한이 있나요?
58869	현금 안쓰고 캐시백으로만 결제도 되나요?
58873	지역카드의 사용내역을 어떻게 확인하나요?
58875	모바일앱 이요??
58877	설치하면 바로 확인 가능한가요?
58879	받은 혜택들도 다 볼 수 있나요?
58883	받은포인트와 쓴 포인트 모두요?
58885	소비쿠폰 받은건 다 썼는데, 그럼 카드 필요 없나요?
58889	동일하게 혜택 나오나요?
58893	신용카드 사용내역 알림 질문 되나요?
58897	가족 카드가 제 명의인데 그럼 가능한건가요?
58901	잘 모르겠어요 다른방법 없나요?
58903	신청하면 문자알림 바로 받을 수 있나요?
58905	제 명의가 아니면 가족이라도 문자서비스 못받는건가요?
58907	꼭 필요한데, 동의가 있어도 못해요?
58925	간편결제가 뭔가요?
58935	오래된건데 확인 가능할까요?
58939	굉장히 오래전건데. 한 10년 넘었나? 그래도 가능한가요?
58941	가져갈 서류가 뭐가 있나요?
58943	법원제출용더 별도 발급 가능한가요?
58947	가면 바로 받을 수 있는건가요?
58949	도장 없는데 어떡하죠? 서명 되나요?
58953	결제하지 않은 금액이 있습니다. 누가 썼는지 알 수 있나요?
58963	페이코가 무엇인가요?
58965	그럼 어떻게 확인하나요?
58967	아. 여기선 확인 못하나요?
58969	페이코 번호좀 알려주세요
58973	취소한 결제내역이 반영이 안되는거같아요
58983	이미 돈 나갔는데 다시 들어오는건가요?
58985	언제쯤 환불되나요?
58992	특정 사람과의 거래내역을 받을 수 있을까요?
58994	조회 가능한 기간은 어떻게 되나요?
58996	네 그럼 어디서 확인하면 되나요?
58998	인터넷으로 어떻게 할 수 있나요?
59000	네 알겠습니다. 출력도 가능한가요?
59004	왜 인터넷으로는 못하나요?
59006	특정인과의 입출금 내역서 출력은 무료인가요?
59008	은행가서 제출용도로 뽑는건요?
59012	특정 거래처와의 거래내역 조회할 수 있나요?
59014	어떻게 가능한가요?
59016	어떻게 하는건지 자세히좀 알려주시겠어요?
59026	조회 후에 파일로 추출 가능한가요?
59028	조회 기간은 제한 없나요?
59032	다른사람의 거래내역을 알 수 있는 방법이 있나요?
59034	제가 채권자인데 볼 방법이 없나요?
59036	강제로 보는 방법 없나요?
59038	상대 계좌가 어느 은행인지 모르는데도 법원에 요청할 수 있나요?
59040	채무자가 자영업자면요?
59042	주계좌에서 돈을 이미 모두 다 빼돌렸으면요?
59048	번호가 어떻게 되나요?
59052	국세청에 수입금액을 보고해야 하는데요
59054	수입금액이 사업자 통장에 입금된 금액으로 하는게 맞나요?
59060	다른 쉬운방법은 없나요?
59062	현금영수증 발행액도 가능한가요?
59064	제 수입이 통장에 입금된 돈인데 카드전표금액이랑 다른가요?
59078	산금채는 정기예금이랑 다른가요?
59080	매년 이자율이 바뀌는 건가요?
59082	그럼 갱신되나요?
59084	모바일앱에서 잔고확인시 만기까지는 가입금액으로 뜨나요?
59086	세금도 나가나요?
59098	얼마가 결제되었나요?
59100	아 네 맞아요. 언제 출금되죠?
59102	할부내역을 일시불로 변경할 수 있나요?
59104	모바일로도 가능한가요?
59106	원하는 결제건에 대해 다 가능한건가요?
59112	스마트폰으로 은행 잔고 확인 가능한가요?
59118	그러면 실시간 잔고확인 가능한건가요??
59122	지문인증은 어떻게 하나요?
59124	혹시 지금 잔고 확인 못해주시나요?
59132	안녕하세요. 제가 얼마전 미국관련 펀드에 가입했습니다.
59133	펀드 잔고를 확인 되나요?
59143	스마폰으로도 가능 한건가요?
59145	해외펀드 조회 가능한가요?
59147	펀드 운용 보고서도 정기적으로 확인 되나요?
59152	잔고를 조회하고 싶어요.
59158	인터넷뱅킹 가입없이 빠른조회는 안되나요?
59160	인터넷뱅킹 신청은 유료인가요?
59162	은행 잔고를 문자로 받을 수 있어요?/
59164	수수료가 있나요?
59166	저는 면제인가요?
59178	파일명을 바꾸라는 건가요?
59180	다른계좌 A는 조회가 안되는데요.
59182	어떻게 하는건가요?
59186	등록후 바로 거래내역을 파일로 다운할 수 있나요?
59198	두번 출금 된거 맞나요?
59200	취소처리 해주실 수 있나요?
59204	두건다 결제 될일 없나요?
59224	그럼 주문 하면 체결되는 게 아닌 건가요?
59232	오래된 통장이 있는데요
59234	해당 통장이 휴먼상태인가요?
59240	잔고 조회 가능한가요?
59242	돈은 어떻게 인출해야 하나요?
59244	인터넷뱅킹으로는 안되나요?
59246	영업점 가면 다시 활성화시킬 수 있나요?
59248	필요한 서류 뭐가 있죠
59252	보험료 잔액증명서 발급 되나요?
59254	인터넷으로 가능한가요?
59262	인터넷 출력도 되나요?
59276	직접 가야만 가능한가요?
59278	대리인이 가도 발급 되나요?
59281	제가 가면 바로 되구요?
59283	인터넷으로는 사본은 받을 수 있나요?
59292	필요한 서류가 있습니다.
59295	국내 아니고 해외에서도 받아볼 수 있나요?
59297	인터넷으로도 발급 되요?
59299	영문으로도 발급 되나요?
59301	인터넷에서 받아도 원본과 효력이 같나요?
59304	발급 받아서 출력도 되나요?
59307	발급수수료가 있나요?
59312	은행거래내역을 법무사 사무소에제출해야 하는데 어떻게 하나요?
59316	어디서 뽑을 수 있을까요?
59319	직접 방문시 가져갈 것이 있나요?
59325	금융거래확인서를 여러장 발급시 신용에 불이익이 있을까요?
59328	발급 비용은 얼마인가요?
59352	펀드거래내역을 발급 받고 싶습니다. 우편으로요
59369	현재 저의 펀드잔고를 알 수 있을까요?
59379	당일 입금건도 잔고증명서에 반영되나요?
59389	아 하나 더 있는데 잔고증명서 발급시 제 신용도에 영향을 주나요?
59395	 부모님이 제 거래내역을 볼 수 있는 방법이 있나요?
59401	만 20세 이상은요?
59404	지금 그러면 거래내역이 집으로 가고 있나요?
59414	최근 1년 사용내역만 조회 되나요?
59415	아 다시 질문이요. 1년전 사용내역을 조회할 수 있나요?
59418	어떻게 해야 3년치를 조회할 수 있을까요?
59420	가까운 곳에 지점이 있나요?
59425	우편 신청도 되나요?
59428	사용내역은 월별로 분류되어 나오는건가요?
59435	그런데 이번에 번호변경이 되어서요. 변경요청드립니다.
59448	그럼 지금부터 이 번호로 바로 문자 날라오나요?
59454	파일 저장도 가능한가요?
59456	홈페이지 주소가 바뀌었나요?
59458	변경된 주소가 어떻게 되나요?
59460	작년 사용내역도 출력할 수 있나요?
59463	그러면 1년 이전 것은 어떻게 해야 받을 수 있나요?
59468	가까운 지점 알 수 있나요?
59470	영업시간이 어떻게 되나요?
59476	일자별로도 송금내역 조회가 되나요?
59479	영업점에 안가고 신청하는 방법이 있나요?
59481	팩스 발송은 신청은 어떻게 하나요?
59492	거래내역 전자확인증이 필요합니다.
59519	왜 다르죠?? 설명좀 해주세요
59522	아 그럼 창구에서 수표를 입금해도 이런가요?
59525	수표가 타행수표인게 영향 있을까요?
59527	금요일에 넣었는데 그럼 언제 결과 나오죠?
59532	카드 명세서를 받을 수 있나요?
59538	다른 방법이 또 뭐가 있나요?
59541	카드앱으로 수령 하도록 변경할 수 있나요?
59544	혹시 명세서 재발행도 되나요?
59548	명세서 파일도 보내주시나요?
59552	카드 거래 취소 내역 확인 되나ㅣ요?
59560	카드취소내역으로 둘 다 확인 가능한가요?
59565	취소가 제대로 안된 건은 어떻게 처리 해야 하나요?
59567	그러면 처리 되요?
59585	혹시 건별로도 확인 가능할까요? 합계액만 보여요 지금은
59603	발급 가능해요?
59612	자녀의 카드내역을 받아볼 수 있을까요?
59618	위임장만 준비하면 되나요?
59623	위임장을 받아가면 바로 신청되는건가요?
59625	혹시 전체 안보고 특정한 결제내역만 알 수도 있나요? 위임장 가져가기 힘들어서
59632	통장 재발시 이전 내역은 다 사라지나요?
59634	아니요 새로 발급 받기 전입니다. 분실해서요. 재발급 되죠?
59636	재발급하면 어느 시점부터 거래내역이 조회되나요?
59642	어디로 가면 되나요?
59644	통장 재발급 신청시 바로 발급되나요? 당일에?
59646	전자통장도 그러면 변경 해주나요?
59649	종이통장하고 같이 쓸 수 있는거예요?
59653	통장 잔고를 확인할수있나요?
59667	전화만 하면되나요?
59673	통장 잔고 확인가능한가요?
59693	거래내역을 어떻게 확인할수있나요?
59697	거래내역 조회는 언제까지 가능한가요?
59699	그럼, 최대로는 언제까지인가요?
59705	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
59713	거래내역 확인방법은 무엇이 있나요?
59715	통장 미정리내역이 90건 이상인데 문제없나요?
59717	다른방법은 없나요?
59720	어떻게 확인하나요?
59733	거래내역 확인방법에는 무엇이 있을까요?
59735	어떻게 확인하나요?
59745	매번 복잡하게 들어가서 해야하나요?
59747	그게뭔가요?
59753	거래내역 확인방법은 무엇이 있나요?
59773	거래내역 확인방법에는 무엇이 있을까요?
59775	어떻게 확인하나요?
59785	매번 복잡하게 들어가서 해야하나요?
59787	그게뭔가요?
59793	적립식 펀드 잔고좌수를 조회하려하는데요,
59813	기업통장의 거래내역을 확인하고싶은데요.
59822	네, 무엇인가요?
59826	정말인가요?
59873	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
59875	어떻게하면 되나요?
59879	아이디로그인은 어떻게하나요?
59895	네,어떻게하면 되나요?
59913	거래내역 전자확인증 출력 가능한가요?
59915	네,어떻게하면 되나요?
59933	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
59935	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
59937	그렇군요, 가입후에는요?
59945	네.가입전에 거래내역도 볼수있나요?
59953	거래내역조회는 언제내역부터 가능한가요?
59955	그렇군요. 어떻게하면 되나요?
59977	왜그런가요?
59983	송금은 가능한가요?
59993	통장 잔고를 확인할수있나요?
60007	전화만 하면되나요?
60013	통장 잔고 확인가능한가요?
60033	거래내역을 어떻게 확인할수있나요?
60037	거래내역 조회는 언제까지 가능한가요?
60039	그럼, 최대로는 언제까지인가요?
60045	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
60053	거래내역 확인방법은 무엇이 있나요?
60055	통장 미정리내역이 90건 이상인데 문제없나요?
60057	다른방법은 없나요?
60060	어떻게 확인하나요?
60073	거래내역 확인방법에는 무엇이 있을까요?
60075	어떻게 확인하나요?
60085	매번 복잡하게 들어가서 해야하나요?
60087	그게뭔가요?
60093	거래내역 확인방법은 무엇이 있나요?
60113	거래내역 확인방법에는 무엇이 있을까요?
60115	어떻게 확인하나요?
60125	매번 복잡하게 들어가서 해야하나요?
60127	그게뭔가요?
60133	적립식 펀드 잔고좌수를 조회하려하는데요,
60153	기업통장의 거래내역을 확인하고싶은데요.
60162	네, 무엇인가요?
60213	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
60215	어떻게하면 되나요?
60219	아이디로그인은 어떻게하나요?
60235	네,어떻게하면 되나요?
60253	거래내역 전자확인증 출력 가능한가요?
60255	네,어떻게하면 되나요?
60273	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
60275	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
60277	그렇군요, 가입후에는요?
60285	네.가입전에 거래내역도 볼수있나요?
60293	거래내역조회는 언제내역부터 가능한가요?
60295	그렇군요. 어떻게하면 되나요?
60317	왜그런가요?
60323	송금은 가능한가요?
60333	통장 잔고를 확인할수있나요?
60347	전화만 하면되나요?
60353	통장 잔고 확인가능한가요?
60373	거래내역을 어떻게 확인할수있나요?
60377	거래내역 조회는 언제까지 가능한가요?
60379	그럼, 최대로는 언제까지인가요?
60385	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
60393	거래내역 확인방법은 무엇이 있나요?
60395	통장 미정리내역이 90건 이상인데 문제없나요?
60397	다른방법은 없나요?
60400	어떻게 확인하나요?
60413	거래내역 확인방법에는 무엇이 있을까요?
60415	어떻게 확인하나요?
60425	매번 복잡하게 들어가서 해야하나요?
60427	그게뭔가요?
60433	거래내역 확인방법은 무엇이 있나요?
60453	거래내역 확인방법에는 무엇이 있을까요?
60455	어떻게 확인하나요?
60465	매번 복잡하게 들어가서 해야하나요?
60467	그게뭔가요?
60473	적립식 펀드 잔고좌수를 조회하려하는데요,
60493	기업통장의 거래내역을 확인하고싶은데요.
60502	네, 무엇인가요?
60506	정말인가요?
